global_unique_identifier,latitude,longitude,scientific_name,observation_date,effort_distance_km,effort_area_ha,cartodb_id,created_at,updated_at
URN:CornellLabOfOrnithology:EBIRD:OBS212140295,0.11838,-78.61205,Lepidocolaptes lacrymiger,9/25/13,12,,1670689,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS211912017,5.0769,-75.4379,Lepidocolaptes lacrymiger,8/29/13,2.414,,1675465,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS217496694,3.4588889,-76.6361111,Lepidocolaptes lacrymiger,11/9/13,10,,1681561,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS218183722,-0.4640815,-77.8892469,Lepidocolaptes lacrymiger,11/17/13,0.306,,1683440,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS215523016,10.40558,-67.3307,Lepidocolaptes lacrymiger,10/26/13,3,,1683498,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS218655699,-5.6955846,-77.8102888,Lepidocolaptes lacrymiger,11/22/13,3.219,,1683913,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS215905419,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,3/27/13,1.287,,1684606,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS215912316,0.11838,-78.61205,Lepidocolaptes lacrymiger,10/31/13,,,1685002,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS220354073,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/26/13,6.437,,1687677,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS217569901,-0.009803,-78.675227,Lepidocolaptes lacrymiger,11/12/13,11.265,,1688306,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS221397070,0.003758,-78.678405,Lepidocolaptes lacrymiger,12/3/13,0.805,,1689444,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS219170996,-5.6841667,-77.6577778,Lepidocolaptes lacrymiger,11/15/13,,,1691880,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS222578991,10.40558,-67.3307,Lepidocolaptes lacrymiger,12/21/13,20,,1691977,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS222799738,-0.017452,-78.683279,Lepidocolaptes lacrymiger,12/18/13,3.219,,1692498,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS219884147,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,12/1/13,3.219,,1694029,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS223679359,-0.6229469,-77.8381348,Lepidocolaptes lacrymiger,10/14/13,32.187,,1694327,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS220714461,-16.656,-66.817,Lepidocolaptes lacrymiger,11/15/13,1.609,,1695236,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS226526528,4.7301457,-75.5753374,Lepidocolaptes lacrymiger,12/14/13,5.472,,1695632,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS226501165,5.0733333,-75.4379167,Lepidocolaptes lacrymiger,12/12/13,7.242,,1695646,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS222579067,10.40558,-67.3307,Lepidocolaptes lacrymiger,12/21/13,20,,1698061,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS248357677,3.5,-76.6333333,Lepidocolaptes lacrymiger,11/4/13,3,,1698399,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS227125766,11.107714,-74.048439,Lepidocolaptes lacrymiger,1/13/14,1.996,,1705432,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS227427150,-0.02102,-78.68437,Lepidocolaptes lacrymiger,1/12/14,17.702,,1706137,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS227536940,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,1/11/14,0.805,,1706773,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS231779132,11.1007938,-74.0721631,Lepidocolaptes lacrymiger,1/30/14,,,1708287,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS232803670,11.100819,-74.072166,Lepidocolaptes lacrymiger,1/13/14,1.497,,1710797,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS226636979,11.107714,-74.048439,Lepidocolaptes lacrymiger,1/13/14,1.996,,1710987,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS233325825,-0.02102,-78.68437,Lepidocolaptes lacrymiger,1/11/14,4,,1711690,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS235323779,0.837637,-78.227667,Lepidocolaptes lacrymiger,2/14/14,10,,1714331,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS231901596,11.112464,-74.0673351,Lepidocolaptes lacrymiger,1/29/14,8.047,,1714666,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS232093072,-16.2972222,-67.8222222,Lepidocolaptes lacrymiger,1/30/14,2.2,,1715214,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS232827448,-0.67581,-77.76915,Lepidocolaptes lacrymiger,1/8/14,24.14,,1716677,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS236861241,10.4183034,-66.851356,Lepidocolaptes lacrymiger,1/30/14,4,,1722617,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS241390575,11.1007938,-74.0721631,Lepidocolaptes lacrymiger,1/14/14,5,,1725388,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS238808374,4.7301457,-75.5753374,Lepidocolaptes lacrymiger,2/14/14,4,,1726333,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS240012151,11.112464,-74.0673351,Lepidocolaptes lacrymiger,3/6/14,4.828,,1728604,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS240747872,4.630358,-73.7457275,Lepidocolaptes lacrymiger,1/7/14,12.875,,1730257,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS241393432,11.112464,-74.0673351,Lepidocolaptes lacrymiger,1/15/14,4,,1731229,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS245248004,11.1007938,-74.0721631,Lepidocolaptes lacrymiger,4/6/14,1,,1733738,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS243118229,0.11838,-78.61205,Lepidocolaptes lacrymiger,3/25/14,,,1734124,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS244914961,0.11838,-78.61205,Lepidocolaptes lacrymiger,4/8/14,,,1737407,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS246931688,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,3/6/14,,8.0937,1740503,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS250785317,4.6334036,-73.8301849,Lepidocolaptes lacrymiger,5/4/14,15,,1745579,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS254477385,10.5446057,-66.8889713,Lepidocolaptes lacrymiger,5/17/14,4,,1747461,2015-02-18 10:19:10.107835+00,2015-02-24 17:06:05.292202+00
URN:CornellLabOfOrnithology:EBIRD:OBS255901592,0.11838,-78.61205,Lepidocolaptes lacrymiger,5/20/14,,,1751087,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS256662190,-0.015922,-78.681206,Lepidocolaptes lacrymiger,5/15/14,2,,1752158,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS89756386,3.5,-76.6333333,Lepidocolaptes lacrymiger,7/11/75,0.483,,1753485,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS111612517,-0.5854409,-77.8763294,Lepidocolaptes lacrymiger,7/2/05,2.414,,1755894,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS142466951,0.0111862,-78.6829537,Lepidocolaptes lacrymiger,1/18/05,,,1756103,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS212968866,-4.1094786,-78.96595,Lepidocolaptes lacrymiger,12/12/05,,,1757211,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS143779603,-0.009803,-78.675227,Lepidocolaptes lacrymiger,6/11/06,,,1761398,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS176643795,11.1098,-74.0448,Lepidocolaptes lacrymiger,11/3/06,,,1761904,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS211779810,-13.1246203,-71.5769577,Lepidocolaptes lacrymiger,11/7/06,,,1762933,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220251146,3.5727024,-76.5745783,Lepidocolaptes lacrymiger,12/17/06,3,,1763038,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS47652711,-13.1622,-71.5975,Lepidocolaptes lacrymiger,7/16/06,,,1763918,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS76016874,-0.6008,-77.8907,Lepidocolaptes lacrymiger,12/20/06,8.047,,1764596,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS113681267,-0.4339558,-77.9586411,Lepidocolaptes lacrymiger,1/22/07,3.219,,1765514,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS88737350,-13.10088,-71.1817932,Lepidocolaptes lacrymiger,8/9/06,3.219,,1765636,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS132454371,-6.193427,-77.90651,Lepidocolaptes lacrymiger,9/13/07,40.234,,1765773,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS163500870,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,10/21/07,3.219,,1766855,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS178775183,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,4/1/07,1.609,,1766894,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS170595487,-0.3930746,-77.8360196,Lepidocolaptes lacrymiger,11/28/07,16.093,,1767334,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS218323773,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,1/11/07,3.219,,1767822,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS208830894,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,2/26/07,,,1768315,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS255244226,-0.5935,-77.88,Lepidocolaptes lacrymiger,1/16/07,,,1768867,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS45242233,-0.4339558,-77.9586411,Lepidocolaptes lacrymiger,1/22/07,3.219,,1773031,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS45242265,-0.5197222,-77.8859722,Lepidocolaptes lacrymiger,1/22/07,,20.2343,1773035,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS47229437,-0.015922,-78.681206,Lepidocolaptes lacrymiger,2/21/07,,,1774071,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS47727315,-0.3709576,-78.0815987,Lepidocolaptes lacrymiger,4/1/07,1.609,,1774089,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS53511787,-0.015922,-78.681206,Lepidocolaptes lacrymiger,11/18/07,,,1774316,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS53511025,-0.015922,-78.681206,Lepidocolaptes lacrymiger,11/3/07,,,1774337,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS54469980,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/16/07,,,1774618,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS76489447,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,8/7/07,,,1775191,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS75405355,-0.6928,-77.8124,Lepidocolaptes lacrymiger,12/20/07,16.093,,1775276,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS76712913,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,10/19/07,,,1775333,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS54473278,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/18/07,,,1776101,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS217360929,-0.009803,-78.675227,Lepidocolaptes lacrymiger,8/7/08,,,1778861,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220068638,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/10/08,,,1778920,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS137941606,-0.0310475,-78.7623447,Lepidocolaptes lacrymiger,7/13/08,,,1779544,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220068660,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,8/13/08,,,1781367,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS226222516,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,6/25/08,1,,1781533,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS91232280,8.648269,-71.4020319,Lepidocolaptes lacrymiger,1/13/85,6.437,,1784500,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS110963112,-0.0207474,-78.7432888,Lepidocolaptes lacrymiger,9/18/05,,,1786641,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS208044123,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,12/3/05,,,1788086,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS213035684,-4.3670843,-79.7176082,Lepidocolaptes lacrymiger,12/16/05,,,1788212,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS213068607,-4.3670843,-79.7176082,Lepidocolaptes lacrymiger,12/16/05,,,1788215,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS217951469,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,10/4/05,,,1788233,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS212961067,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,12/9/05,,,1789120,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS236864981,4.7109763,-75.4859447,Lepidocolaptes lacrymiger,1/3/05,4,,1789757,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS46733092,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/11/05,,,1790068,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS112649128,5.084461,-75.4628134,Lepidocolaptes lacrymiger,8/29/06,,,1791334,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS112631846,6.9682,-75.05304,Lepidocolaptes lacrymiger,8/25/06,,,1791558,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS120459232,-0.015922,-78.681206,Lepidocolaptes lacrymiger,8/2/06,6.437,,1791701,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS172861756,-13.1622,-71.5975,Lepidocolaptes lacrymiger,7/17/06,,,1792849,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS176643346,5.538889,-75.804444,Lepidocolaptes lacrymiger,11/11/06,,,1792871,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS54653315,0.003758,-78.678405,Lepidocolaptes lacrymiger,1/7/06,,,1794871,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS54653577,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,1/11/06,,,1794978,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS90045703,0.003758,-78.678405,Lepidocolaptes lacrymiger,10/27/06,1.609,,1795968,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS101814199,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,12/12/07,,,1796226,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS79601027,-0.015922,-78.681206,Lepidocolaptes lacrymiger,9/4/06,4.828,,1796283,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS103766126,0.11838,-78.61205,Lepidocolaptes lacrymiger,12/19/07,16.093,,1796287,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS123150814,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/15/07,0.805,,1796826,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS147554427,0.003758,-78.678405,Lepidocolaptes lacrymiger,1/30/07,3.219,,1797192,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS168960164,5.069571,-75.434558,Lepidocolaptes lacrymiger,12/29/07,,,1798292,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS204514655,0.003758,-78.678405,Lepidocolaptes lacrymiger,8/1/07,2.414,,1798358,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS163501808,-4.4948845,-79.1325474,Lepidocolaptes lacrymiger,11/4/07,3.219,,1798435,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS179968678,-0.0311623,-78.7291489,Lepidocolaptes lacrymiger,9/2/07,,,1798485,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS202909900,-5.7193446,-77.905426,Lepidocolaptes lacrymiger,9/13/07,32.187,,1798829,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS235981031,5.0733333,-75.4379167,Lepidocolaptes lacrymiger,11/11/07,3,,1799794,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS57688717,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/22/07,,,1805592,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS76726840,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,11/19/07,,,1806376,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS57689103,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/25/07,,,1807064,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS57695397,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,7/27/07,,,1807094,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS60156766,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,3/3/07,,,1807294,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS76496046,-0.0141621,-78.7298279,Lepidocolaptes lacrymiger,8/16/07,,,1808133,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS168570611,0.0072519,-78.7108602,Lepidocolaptes lacrymiger,3/1/08,2,,1808873,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS189297519,-0.009803,-78.675227,Lepidocolaptes lacrymiger,8/9/08,,,1809277,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS175642501,4.1629219,-75.6937751,Lepidocolaptes lacrymiger,2/24/08,,,1809317,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS175641802,11.111583,-74.054933,Lepidocolaptes lacrymiger,3/7/08,,,1809339,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220068125,-0.009803,-78.675227,Lepidocolaptes lacrymiger,8/7/08,,,1809970,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS138043685,-0.5911896,-77.882201,Lepidocolaptes lacrymiger,7/17/08,,,1810494,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS240268258,-0.0308132,-78.7644625,Lepidocolaptes lacrymiger,7/14/08,4.828,,1810926,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220244889,-0.009803,-78.675227,Lepidocolaptes lacrymiger,11/12/13,11.265,,1814521,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS222874531,-16.656,-66.817,Lepidocolaptes lacrymiger,11/19/13,3,,1820225,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS220473232,-0.5898374,-77.8812912,Lepidocolaptes lacrymiger,11/26/13,6.437,,1821533,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS227070199,8.7269003,-71.0807705,Lepidocolaptes lacrymiger,12/29/13,0.4,,1822483,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS226495580,5.0733333,-75.4379167,Lepidocolaptes lacrymiger,12/11/13,6.437,,1822625,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS222302372,-0.6049235,-77.8880882,Lepidocolaptes lacrymiger,12/21/13,4,,1824547,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
URN:CornellLabOfOrnithology:EBIRD:OBS238192045,4.9119618,-75.3975391,Lepidocolaptes lacrymiger,10/26/13,50,,1824789,2015-02-18 10:19:10.107835+00,2015-02-24 17:07:21.147281+00
